Match_Date,Tournament_ID,Tier,Type,Team_1,Team_2,Winner,Team_1_ID,Team_2_ID,Team_1_Scout_1,Team_1_Scout_2,Team_1_Soldier_1,Team_1_Soldier_2,Team_1_Demo,Team_1_Medic,Team_2_Scout_1,Team_2_Scout_2,Team_2_Soldier_1,Team_2_Soldier_2,Team_2_Demo,Team_2_Medic
"(2022, 11, 14, 23, 0)",RGL_S10,A,regular_season,myanimelist,20zc,2,RGL_S10_myanimelist,RGL_S10_20zc,scratchh,shamoo,aim,tripbwai,sighguy,Dank,branslam,jayhyunpae,ash,artist,habib,hhhwrd
"(2022, 11, 19, 13, 0)",DreamHack_Atlanta_2022,A,playoff,Like A G6,The Kyle Flett Experience: Live,1,DreamHack_Atlanta_2022_Like A G6,DreamHack_Atlanta_2022_The Kyle Flett Experience: Live,cap,botmode,kobe1920,logan,habib,aim,millie,tree,math,slippi,Wild_Rumpus,arcadia
"(2022, 11, 19, 13, 0)",DreamHack_Atlanta_2022,A,playoff,zone 6,Cat Noises Black,1,DreamHack_Atlanta_2022_zone 6,DreamHack_Atlanta_2022_Cat Noises Black,Scream,Shiny,bear,ElectraHeart,alfredodan,Crasian,anna,gabby,cereaI,mur,Baba,Exeloar
"(2022, 11, 20, 13, 0)",DreamHack_Atlanta_2022,A,playoff,Like A G6,zone 6,1,DreamHack_Atlanta_2022_Like A G6,DreamHack_Atlanta_2022_zone 6,cap,botmode,kobe1920,logan,habib,aim,Scream,Shiny,bear,ElectraHeart,alfredodan,Crasian
"(2022, 11, 20, 13, 0)",DreamHack_Atlanta_2022,A,playoff,Cat Noises Black,Portland Burnsiders,1,DreamHack_Atlanta_2022_Cat Noises Black,DreamHack_Atlanta_2022_Portland Burnsiders,anna,gabby,cereaI,mur,Baba,Exeloar,RainofLight,Nyxia,BaconBlitz,MarioManz,TheRealWeiner,Beelthazus
"(2022, 11, 20, 14, 0)",DreamHack_Atlanta_2022,A,playoff,zone 6,Cat Noises Black,1,DreamHack_Atlanta_2022_zone 6,DreamHack_Atlanta_2022_Cat Noises Black,Scream,Shiny,bear,ElectraHeart,alfredodan,Crasian,anna,gabby,cereaI,mur,Baba,Exeloar
"(2022, 11, 20, 15, 0)",DreamHack_Atlanta_2022,A,playoff,Like A G6,zone 6,1,DreamHack_Atlanta_2022_Like A G6,DreamHack_Atlanta_2022_zone 6,cap,botmode,kobe1920,logan,habib,aim,Scream,Shiny,bear,ElectraHeart,alfredodan,Crasian
"(2022, 11, 26, 14, 0)",RCADIA_Fortress_LAN_2022,A,playoff,Witness Gaming/EU,POUNDLAND,1,RCADIA_Fortress_LAN_2022_Witness Gaming/EU,RCADIA_Fortress_LAN_2022_POUNDLAND,toemas,ixy,silentes,papi,domo,mulaa,saltyy,Sneaky,Warped,HOI,imectus,rowan
"(2022, 11, 26, 14, 0)",RCADIA_Fortress_LAN_2022,A,playoff,BIGBLOKELAN,czuraci,2,RCADIA_Fortress_LAN_2022_BIGBLOKELAN,RCADIA_Fortress_LAN_2022_czuraci,aph,bl0ke,Hugo,Jordy,mak,piggles,nation,snh,adysky,koling,lukas,degu
"(2022, 11, 26, 14, 0)",RCADIA_Fortress_LAN_2022,A,playoff,tf2easy,Duplo,1,RCADIA_Fortress_LAN_2022_tf2easy,RCADIA_Fortress_LAN_2022_Duplo,morale,gazy,nubbi,Josh,NasBoii,auto,balder,swi,alba,grix,gar,agenS
"(2022, 11, 26, 14, 0)",RCADIA_Fortress_LAN_2022,A,playoff,The League Of Shadows,wer das liest ist doof,1,RCADIA_Fortress_LAN_2022_The League Of Shadows,RCADIA_Fortress_LAN_2022_wer das liest ist doof,flick,Zoey,ronz,dwo69,zambz,june,Voxtec,schocky,ignis,danny,Philip,bobby
"(2022, 11, 26, 16, 0)",RCADIA_Fortress_LAN_2022,A,playoff,Witness Gaming/EU,czuraci,1,RCADIA_Fortress_LAN_2022_Witness Gaming/EU,RCADIA_Fortress_LAN_2022_czuraci,toemas,ixy,silentes,papi,domo,mulaa,nation,snh,adysky,koling,lukas,degu
"(2022, 11, 26, 16, 0)",RCADIA_Fortress_LAN_2022,A,playoff,tf2easy,The League Of Shadows,1,RCADIA_Fortress_LAN_2022_tf2easy,RCADIA_Fortress_LAN_2022_The League Of Shadows,morale,gazy,nubbi,Josh,NasBoii,auto,flick,Zoey,ronz,dwo69,zambz,june
"(2022, 11, 26, 16, 0)",RCADIA_Fortress_LAN_2022,A,playoff,BIGBLOKELAN,POUNDLAND,1,RCADIA_Fortress_LAN_2022_BIGBLOKELAN,RCADIA_Fortress_LAN_2022_POUNDLAND,aph,bl0ke,Hugo,Jordy,mak,piggles,saltyy,Sneaky,Warped,HOI,imectus,rowan
"(2022, 11, 26, 16, 0)",RCADIA_Fortress_LAN_2022,A,playoff,wer das liest ist doof,Duplo,1,RCADIA_Fortress_LAN_2022_wer das liest ist doof,RCADIA_Fortress_LAN_2022_Duplo,Voxtec,schocky,ignis,danny,Philip,bobby,balder,swi,alba,grix,gar,agenS
"(2022, 11, 26, 19, 0)",RCADIA_Fortress_LAN_2022,A,playoff,The League Of Shadows,BIGBLOKELAN,2,RCADIA_Fortress_LAN_2022_The League Of Shadows,RCADIA_Fortress_LAN_2022_BIGBLOKELAN,flick,Zoey,ronz,dwo69,zambz,june,aph,bl0ke,Hugo,Jordy,mak,piggles
"(2022, 11, 26, 19, 0)",RCADIA_Fortress_LAN_2022,A,playoff,czuraci,wer das liest ist doof,1,RCADIA_Fortress_LAN_2022_czuraci,RCADIA_Fortress_LAN_2022_wer das liest ist doof,nation,snh,adysky,koling,lukas,degu,Voxtec,schocky,ignis,danny,Philip,bobby
"(2022, 11, 26, 20, 30)",RCADIA_Fortress_LAN_2022,A,playoff,Witness Gaming/EU,tf2easy,1,RCADIA_Fortress_LAN_2022_Witness Gaming/EU,RCADIA_Fortress_LAN_2022_tf2easy,toemas,ixy,silentes,papi,domo,mulaa,morale,gazy,nubbi,Josh,NasBoii,auto
"(2022, 11, 27, 13, 0)",RCADIA_Fortress_LAN_2022,A,playoff,BIGBLOKELAN,czuraci,1,RCADIA_Fortress_LAN_2022_BIGBLOKELAN,RCADIA_Fortress_LAN_2022_czuraci,aph,bl0ke,Hugo,Jordy,mak,piggles,nation,snh,adysky,koling,lukas,degu
"(2022, 11, 27, 15, 0)",RCADIA_Fortress_LAN_2022,A,playoff,tf2easy,BIGBLOKELAN,1,RCADIA_Fortress_LAN_2022_tf2easy,RCADIA_Fortress_LAN_2022_BIGBLOKELAN,morale,gazy,nubbi,Josh,NasBoii,auto,aph,bl0ke,Hugo,Jordy,mak,piggles
"(2022, 11, 27, 17, 30)",RCADIA_Fortress_LAN_2022,A,playoff,Witness Gaming/EU,tf2easy,1,RCADIA_Fortress_LAN_2022_Witness Gaming/EU,RCADIA_Fortress_LAN_2022_tf2easy,toemas,ixy,silentes,papi,domo,mulaa,morale,gazy,nubbi,Josh,NasBoii,auto
"(2022, 11, 30, 21, 0)",Ozfortress_S35,A,playoff,Witness Gaming/OZ,Sneaky Snakes,1,Ozfortress_S35_Witness Gaming/OZ,Ozfortress_S35_Sneaky Snakes,dauq,cooki,down,conor,enrith,lau,Smazza,Elmo,riot,feyn,Tay,mirimu
"(2022, 11, 31, 21, 0)",Ozfortress_S35,A,playoff,Bingo Boys,People\'s Liberation Army Sixes,2,Ozfortress_S35_Bingo Boys,Ozfortress_S35_People\'s Liberation Army Sixes,heebs,memories,lexx,rintincan,adolo,samson,camille,beesha,yewl,Shupah,redcoatzygote,dogroll
"(2022, 12, 04, 17, 0)",ETF2L_S43,A,playoff,Witness Gaming/EU,tf2easy,1,ETF2L_S43_Witness Gaming/EU,ETF2L_S43_tf2easy,ixy,toemas_,Silentes,papi,Domo,mulaa,Gazy,morale,nubbi,Josh,Nas boii,auto
"(2022, 12, 04, 17, 0)",ETF2L_S43,A,playoff,The League of Shadows,Cuban Study Group,1,ETF2L_S43_The League of Shadows,ETF2L_S43_Cuban Study Group,flick,Zoey,ronz,dwo69,deli69,june,amppis,Nicky,Charlie,haunts,Fancy,Condawg
"(2022, 12, 04, 17, 0)",ETF2L_S43,A,playoff,tf2easy,The League of Shadows,,ETF2L_S43_tf2easy,ETF2L_S43_The League of Shadows,Gazy,morale,nubbi,Josh,Nas boii,auto,flick,Zoey,ronz,dwo69,deli69,june
"(2022, 12, 04, 20, 30)",ETF2L_S43,A,playoff,Witness Gaming/EU,The League of Shadows,1,ETF2L_S43_Witness Gaming/EU,ETF2L_S43_The League of Shadows,ixy,toemas_,Silentes,papi,Domo,mulaa,flick,Zoey,ronz,dwo69,deli69,june
"(2022, 12, 07, 21, 0)",Ozfortress_S35,A,playoff,Sneaky Snakes,People\'s Liberation Army Sixes,1,Ozfortress_S35_Sneaky Snakes,Ozfortress_S35_People\'s Liberation Army Sixes,Smazza,Elmo,riot,feyn,Tay,mirimu,camille,beesha,yewl,Shupah,redcoatzygote,dogroll
"(2022, 12, 10, 17, 0)",RGL_S10,A,playoff,Like A G6,myanimelist,1,RGL_S10_Like A G6,RGL_S10_myanimelist,cap,botmode,SOOOOOAPYMEiSTER,kobe1920,logan,LOLGUY,scratchh,shamoo,aim,tripbwai,sighguy,Dank
"(2022, 12, 10, 17, 0)",RGL_S10,A,playoff,20zc,froyotech,1,RGL_S10_20zc,RGL_S10_froyotech,branslam,jayhyunpae,ash,artist,habib,hhhwrd,b4nny,yumyum,donovin,cin,ether,hubida
"(2022, 12, 10, 19, 30)",RGL_S10,A,playoff,myanimelist,froyotech,2,RGL_S10_myanimelist,RGL_S10_froyotech,scratchh,shamoo,aim,tripbwai,sighguy,Dank,b4nny,yumyum,donovin,cin,ether,hubida
"(2022, 12, 10, 21, 30)",RGL_S10,A,playoff,Like A G6,20zc,1,RGL_S10_Like A G6,RGL_S10_20zc,cap,botmode,SOOOOOAPYMEiSTER,kobe1920,logan,LOLGUY,branslam,jayhyunpae,ash,artist,habib,hhhwrd
"(2022, 12, 11, 17, 0)",RGL_S10,A,playoff,20zc,froyotech,1,RGL_S10_20zc,RGL_S10_froyotech,branslam,jayhyunpae,ash,artist,habib,hhhwrd,b4nny,yumyum,donovin,cin,ether,hubida
"(2022, 12, 11, 21, 0)",RGL_S10,A,playoff,Like A G6,20zc,1,RGL_S10_Like A G6,RGL_S10_20zc,cap,botmode,SOOOOOAPYMEiSTER,kobe1920,logan,LOLGUY,branslam,jayhyunpae,ash,artist,habib,hhhwrd
"(2022, 12, 12, 20, 0)",Ozfortress_S35,A,playoff,Witness Gaming/OZ,Sneaky Snakes,1,Ozfortress_S35_Witness Gaming/OZ,Ozfortress_S35_Sneaky Snakes,dauq,cooki,down,conor,enrith,lau,Smazza,Elmo,riot,feyn,Tay,mirimu
"(2023, 01, 31)",RGL_S11,A,regular_season,tm06,froyotech,2,RGL_S11_tm06,RGL_S11_froyotech,Scream,Pauly,loafe,apathy,sleepy,pablo,sandblast,yumyum,cin,donovin,b4nny,meyy
"(2023, 01, 31)",RGL_S11,A,regular_season,insect gang,the covenant,2,RGL_S11_insect gang,RGL_S11_the covenant,gwendolyn,millie,mopsy,KTB,dingo,hannahburger,scratchh,exile,kev777,GrapeJuice,samburgerr,aZn
"(2023, 01, 31)",RGL_S11,A,regular_season,anglerfish,3d3m,2,RGL_S11_anglerfish,RGL_S11_3d3m,ally,TheGreatMage,tristen,zia,golden,wbacon,raphaim,rekuso,Walrex,pauldogg,vaati,Dank
"(2023, 01, 31)",RGL_S11,A,regular_season,like a g6,thrembology,1,RGL_S11_like a g6,RGL_S11_thrembology,branslam,gungon,kobe1920,SOOOOOAPYMEiSTER,habib,LOLGUY,WONDER.,jayytee,speedy,saxophone,averted,Divine
"(2023, 02, 05)",RGL_S11,A,regular_season,froyotech,insect gang,1,RGL_S11_froyotech,RGL_S11_insect gang,sandblast,yumyum,cin,donovin,b4nny,meyy,gwendolyn,millie,mopsy,KTB,dingo,hannahburger
"(2023, 02, 05)",RGL_S11,A,regular_season,insect gang,froyotech,2,RGL_S11_insect gang,RGL_S11_froyotech,gwendolyn,millie,mopsy,KTB,dingo,hannahburger,sandblast,yumyum,cin,donovin,b4nny,meyy
"(2023, 02, 06)",RGL_S11,A,regular_season,the goblinvite zone,gpg,2,RGL_S11_the goblinvite zone,RGL_S11_gpg,deadlyseed,magma,tomato tom,Alexandros,Guyehhh,charis,KJKUOD,scarfs,kawa,slugmundo,peniferous,jimmy
"(2023, 02, 06)",RGL_S11,A,regular_season,like a g6,the covenant,1,RGL_S11_like a g6,RGL_S11_the covenant,branslam,gungon,kobe1920,SOOOOOAPYMEiSTER,habib,LOLGUY,scratchh,exile,kev777,GrapeJuice,samburgerr,aZn
"(2023, 02, 06)",RGL_S11,A,regular_season,anglerfish,gpg,2,RGL_S11_anglerfish,RGL_S11_gpg,ally,TheGreatMage,tristen,zia,golden,wbacon,KJKUOD,scarfs,kawa,slugmundo,peniferous,jimmy
"(2023, 02, 06)",RGL_S11,A,regular_season,froyotech,thrembology,1,RGL_S11_froyotech,RGL_S11_thrembology,sandblast,yumyum,cin,donovin,b4nny,meyy,WONDER.,jayytee,speedy,saxophone,averted,Divine
"(2023, 02, 07)",RGL_S11,A,regular_season,thrembology,3d3m,2,RGL_S11_thrembology,RGL_S11_3d3m,WONDER.,jayytee,speedy,saxophone,averted,Divine,raphaim,rekuso,Walrex,pauldogg,vaati,Dank
"(2023, 02, 07)",RGL_S11,A,regular_season,tm06,gpg,2,RGL_S11_tm06,RGL_S11_gpg,Scream,Pauly,loafe,apathy,sleepy,pablo,KJKUOD,scarfs,kawa,slugmundo,peniferous,jimmy
"(2023, 02, 08)",RGL_S11,A,regular_season,the goblinvite zone,insect gang,2,RGL_S11_the goblinvite zone,RGL_S11_insect gang,deadlyseed,magma,tomato tom,Alexandros,Guyehhh,charis,gwendolyn,millie,mopsy,KTB,dingo,hannahburger
"(2023, 02, 08)",RGL_S11,A,regular_season,like a g6,insect gang,1,RGL_S11_like a g6,RGL_S11_insect gang,branslam,gungon,kobe1920,SOOOOOAPYMEiSTER,habib,LOLGUY,gwendolyn,millie,mopsy,KTB,dingo,hannahburger
"(2023, 02, 08)",RGL_S11,A,regular_season,the goblinvite zone,anglerfish,2,RGL_S11_the goblinvite zone,RGL_S11_anglerfish,deadlyseed,magma,tomato tom,Alexandros,Guyehhh,charis,ally,TheGreatMage,tristen,zia,golden,wbacon
"(2023, 02, 08)",RGL_S11,A,regular_season,tm06,anglerfish,2,RGL_S11_tm06,RGL_S11_anglerfish,Scream,Pauly,loafe,apathy,sleepy,pablo,ally,TheGreatMage,tristen,zia,golden,wbacon
"(2023, 02, 08)",RGL_S11,A,regular_season,insect gang,like a g6,2,RGL_S11_insect gang,RGL_S11_like a g6,gwendolyn,millie,mopsy,KTB,dingo,hannahburger,branslam,gungon,kobe1920,SOOOOOAPYMEiSTER,habib,LOLGUY
"(2023, 02, 09)",RGL_S11,A,regular_season,the goblinvite zone,like a g6,2,RGL_S11_the goblinvite zone,RGL_S11_like a g6,deadlyseed,magma,tomato tom,Alexandros,Guyehhh,charis,branslam,gungon,kobe1920,SOOOOOAPYMEiSTER,habib,LOLGUY
"(2023, 02, 09)",RGL_S11,A,regular_season,3d3m,the covenant,2,RGL_S11_3d3m,RGL_S11_the covenant,raphaim,rekuso,Walrex,pauldogg,vaati,Dank,scratchh,exile,kev777,GrapeJuice,samburgerr,aZn
"(2023, 02, 09)",RGL_S11,A,regular_season,thrembology,gpg,2,RGL_S11_thrembology,RGL_S11_gpg,WONDER.,jayytee,speedy,saxophone,averted,Divine,KJKUOD,scarfs,kawa,slugmundo,peniferous,jimmy
"(2023, 02, 14)",RGL_S11,A,regular_season,the covenant,gpg,2,RGL_S11_the covenant,RGL_S11_gpg,scratchh,exile,kev777,GrapeJuice,samburgerr,aZn,KJKUOD,scarfs,kawa,slugmundo,peniferous,jimmy
"(2023, 02, 14)",RGL_S11,A,regular_season,3d3m,insect gang,1,RGL_S11_3d3m,RGL_S11_insect gang,raphaim,rekuso,Walrex,pauldogg,vaati,Dank,gwendolyn,millie,mopsy,KTB,dingo,hannahburger
"(2023, 02, 15)",RGL_S11,A,regular_season,tm06,3d3m,1,RGL_S11_tm06,RGL_S11_3d3m,Scream,Pauly,loafe,apathy,sleepy,pablo,raphaim,rekuso,Walrex,pauldogg,vaati,Dank
"(2023, 02, 15)",RGL_S11,A,regular_season,thrembology,anglerfish,1,RGL_S11_thrembology,RGL_S11_anglerfish,WONDER.,jayytee,speedy,saxophone,averted,Divine,ally,TheGreatMage,tristen,zia,golden,wbacon
"(2023, 02, 16)",RGL_S11,A,regular_season,froyotech,like a g6,2,RGL_S11_froyotech,RGL_S11_like a g6,sandblast,yumyum,cin,donovin,b4nny,meyy,branslam,gungon,kobe1920,SOOOOOAPYMEiSTER,habib,LOLGUY
"(2023, 02, 16)",RGL_S11,A,regular_season,thrembology,tm06,1,RGL_S11_thrembology,RGL_S11_tm06,WONDER.,jayytee,speedy,saxophone,averted,Divine,Scream,Pauly,loafe,apathy,sleepy,pablo
"(2023, 02, 16)",RGL_S11,A,regular_season,the goblinvite zone,froyotech,2,RGL_S11_the goblinvite zone,RGL_S11_froyotech,deadlyseed,magma,tomato tom,Alexandros,Guyehhh,charis,sandblast,yumyum,cin,donovin,b4nny,meyy
"(2023, 02, 20)",RGL_S11,A,regular_season,froyotech,the covenant,1,RGL_S11_froyotech,RGL_S11_the covenant,sandblast,yumyum,cin,donovin,b4nny,meyy,scratchh,exile,kev777,GrapeJuice,samburgerr,aZn
"(2023, 02, 20)",RGL_S11,A,regular_season,3d3m,like a g6,2,RGL_S11_3d3m,RGL_S11_like a g6,raphaim,rekuso,Walrex,pauldogg,vaati,Dank,branslam,gungon,kobe1920,SOOOOOAPYMEiSTER,habib,LOLGUY
"(2023, 02, 21)",RGL_S11,A,regular_season,gpg,like a g6,2,RGL_S11_gpg,RGL_S11_like a g6,KJKUOD,scarfs,kawa,slugmundo,peniferous,jimmy,branslam,gungon,kobe1920,SOOOOOAPYMEiSTER,habib,LOLGUY
"(2023, 02, 21)",RGL_S11,A,regular_season,the covenant,tm06,1,RGL_S11_the covenant,RGL_S11_tm06,scratchh,exile,kev777,GrapeJuice,samburgerr,aZn,Scream,Pauly,loafe,apathy,sleepy,pablo
"(2023, 02, 21)",RGL_S11,A,regular_season,3d3m,froyotech,2,RGL_S11_3d3m,RGL_S11_froyotech,raphaim,rekuso,Walrex,pauldogg,vaati,Dank,sandblast,yumyum,cin,donovin,b4nny,meyy
"(2023, 02, 22)",RGL_S11,A,regular_season,the goblinvite zone,tm06,2,RGL_S11_the goblinvite zone,RGL_S11_tm06,deadlyseed,magma,tomato tom,Alexandros,Guyehhh,charis,Scream,Pauly,loafe,apathy,sleepy,pablo
"(2023, 02, 22)",RGL_S11,A,regular_season,gpg,insect gang,1,RGL_S11_gpg,RGL_S11_insect gang,KJKUOD,scarfs,kawa,slugmundo,peniferous,jimmy,gwendolyn,millie,mopsy,KTB,dingo,hannahburger
"(2023, 02, 22)",RGL_S11,A,regular_season,insect gang,anglerfish,2,RGL_S11_insect gang,RGL_S11_anglerfish,gwendolyn,millie,mopsy,KTB,dingo,hannahburger,ally,TheGreatMage,tristen,zia,golden,wbacon
"(2023, 02, 23)",RGL_S11,A,regular_season,anglerfish,like a g6,2,RGL_S11_anglerfish,RGL_S11_like a g6,ally,TheGreatMage,tristen,zia,golden,wbacon,branslam,gungon,kobe1920,SOOOOOAPYMEiSTER,habib,LOLGUY
"(2023, 02, 23)",RGL_S11,A,regular_season,gpg,froyotech,2,RGL_S11_gpg,RGL_S11_froyotech,KJKUOD,scarfs,kawa,slugmundo,peniferous,jimmy,sandblast,yumyum,cin,donovin,b4nny,meyy
"(2023, 02, 23)",RGL_S11,A,regular_season,the covenant,thrembology,1,RGL_S11_the covenant,RGL_S11_thrembology,scratchh,exile,kev777,GrapeJuice,samburgerr,aZn,WONDER.,jayytee,speedy,saxophone,averted,Divine
"(2023, 02, 23)",RGL_S11,A,regular_season,the goblinvite zone,3d3m,1,RGL_S11_the goblinvite zone,RGL_S11_3d3m,deadlyseed,magma,tomato tom,Alexandros,Guyehhh,charis,raphaim,rekuso,Walrex,pauldogg,vaati,Dank
"(2023, 02, 23)",RGL_S11,A,regular_season,like a g6,anglerfish,1,RGL_S11_like a g6,RGL_S11_anglerfish,branslam,gungon,kobe1920,SOOOOOAPYMEiSTER,habib,LOLGUY,ally,TheGreatMage,tristen,zia,golden,wbacon
"(2023, 02, 28)",RGL_S11,A,regular_season,like a g6,tm06,1,RGL_S11_like a g6,RGL_S11_tm06,branslam,gungon,kobe1920,SOOOOOAPYMEiSTER,habib,LOLGUY,Scream,Pauly,loafe,apathy,sleepy,pablo
"(2023, 02, 28)",RGL_S11,A,regular_season,anglerfish,froyotech,2,RGL_S11_anglerfish,RGL_S11_froyotech,ally,TheGreatMage,tristen,zia,golden,wbacon,sandblast,yumyum,cin,donovin,b4nny,meyy
"(2023, 02, 28)",RGL_S11,A,regular_season,insect gang,thrembology,2,RGL_S11_insect gang,RGL_S11_thrembology,gwendolyn,millie,mopsy,KTB,dingo,hannahburger,WONDER.,jayytee,speedy,saxophone,averted,Divine
"(2023, 02, 28)",RGL_S11,A,regular_season,gpg,3d3m,1,RGL_S11_gpg,RGL_S11_3d3m,KJKUOD,scarfs,kawa,slugmundo,peniferous,jimmy,raphaim,rekuso,Walrex,pauldogg,vaati,Dank
"(2023, 02, 28)",RGL_S11,A,regular_season,tm06,insect gang,1,RGL_S11_tm06,RGL_S11_insect gang,Scream,Pauly,loafe,apathy,sleepy,pablo,gwendolyn,millie,mopsy,KTB,dingo,hannahburger
"(2023, 02, 28)",RGL_S11,A,regular_season,froyotech,anglerfish,1,RGL_S11_froyotech,RGL_S11_anglerfish,sandblast,yumyum,cin,donovin,b4nny,meyy,ally,TheGreatMage,tristen,zia,golden,wbacon
"(2023, 03, 01)",RGL_S11,A,regular_season,the covenant,anglerfish,1,RGL_S11_the covenant,RGL_S11_anglerfish,scratchh,exile,kev777,GrapeJuice,samburgerr,aZn,ally,TheGreatMage,tristen,zia,golden,wbacon
"(2023, 03, 01)",RGL_S11,A,regular_season,the goblinvite zone,thrembology,2,RGL_S11_the goblinvite zone,RGL_S11_thrembology,deadlyseed,magma,tomato tom,Alexandros,Guyehhh,charis,WONDER.,jayytee,speedy,saxophone,averted,Divine
"(2023, 03, 01)",RGL_S11,A,regular_season,insect gang,tm06,2,RGL_S11_insect gang,RGL_S11_tm06,gwendolyn,millie,mopsy,KTB,dingo,hannahburger,Scream,Pauly,loafe,apathy,sleepy,pablo
"(2023, 03, 02)",ETF2L_S44,A,regular_season,$hadowwizardmoneygang,tf2easy,2,ETF2L_S44_$hadowwizardmoneygang,ETF2L_S44_tf2easy,aph,varnu,opti,jordy,mak,patchouli,Nicky,morale,nubbi,Josh,Nas boii,June
"(2023, 03, 02)",ETF2L_S44,A,regular_season,comedyshortsgaming,noobpanzer,2,ETF2L_S44_comedyshortsgaming,ETF2L_S44_noobpanzer,amppis,loopy,thaigrr,haunts,Fancy,Condawg,voxtec,schocky,puck,adysky,Joe,piggles
"(2023, 03, 02)",ETF2L_S44,A,regular_season,nati noot,witness gaming/eu,2,ETF2L_S44_nati noot,ETF2L_S44_witness gaming/eu,Lanzer,hexerii,Ryfourn,Nati Noot,playgrey,Faust,ixy,toemas_,Silentes,papi,Domo,Auto
"(2023, 03, 02)",RGL_S11,A,regular_season,the covenant,insect gang,1,RGL_S11_the covenant,RGL_S11_insect gang,scratchh,exile,kev777,GrapeJuice,samburgerr,aZn,gwendolyn,millie,mopsy,KTB,dingo,hannahburger
"(2023, 03, 02)",RGL_S11,A,regular_season,gpg,the goblinvite zone,1,RGL_S11_gpg,RGL_S11_the goblinvite zone,KJKUOD,scarfs,kawa,slugmundo,peniferous,jimmy,deadlyseed,magma,tomato tom,Alexandros,Guyehhh,charis
"(2023, 03, 02)",RGL_S11,A,regular_season,froyotech,tm06,1,RGL_S11_froyotech,RGL_S11_tm06,sandblast,yumyum,cin,donovin,b4nny,meyy,Scream,Pauly,loafe,apathy,sleepy,pablo
"(2023, 03, 02)",RGL_S11,A,regular_season,thrembology,like a g6,2,RGL_S11_thrembology,RGL_S11_like a g6,WONDER.,jayytee,speedy,saxophone,averted,Divine,branslam,gungon,kobe1920,SOOOOOAPYMEiSTER,habib,LOLGUY
"(2023, 03, 05)",ETF2L_S44,A,regular_season,/for fence,svift,1,ETF2L_S44_/for fence,ETF2L_S44_svift,AlienSmiley,Cuby,Ronz,Brujman,deli69,juxta,sneaky,pandemic,edk,danny,ympo,gragery
"(2023, 03, 07)",RGL_S11,A,regular_season,3d3m,tm06,1,RGL_S11_3d3m,RGL_S11_tm06,raphaim,rekuso,Walrex,pauldogg,vaati,Dank,Scream,Pauly,loafe,apathy,sleepy,pablo
"(2023, 03, 07)",RGL_S11,A,regular_season,the covenant,like a g6,2,RGL_S11_the covenant,RGL_S11_like a g6,scratchh,exile,kev777,GrapeJuice,samburgerr,aZn,branslam,gungon,kobe1920,SOOOOOAPYMEiSTER,habib,LOLGUY
"(2023, 03, 07)",RGL_S11,A,regular_season,thrembology,froyotech,2,RGL_S11_thrembology,RGL_S11_froyotech,WONDER.,jayytee,speedy,saxophone,averted,Divine,sandblast,yumyum,cin,donovin,b4nny,meyy
"(2023, 03, 07)",RGL_S11,A,regular_season,gpg,anglerfish,1,RGL_S11_gpg,RGL_S11_anglerfish,KJKUOD,scarfs,kawa,slugmundo,peniferous,jimmy,ally,TheGreatMage,tristen,zia,golden,wbacon
"(2023, 03, 08)",RGL_S11,A,regular_season,the goblinvite zone,the covenant,2,RGL_S11_the goblinvite zone,RGL_S11_the covenant,deadlyseed,magma,tomato tom,Alexandros,Guyehhh,charis,scratchh,exile,kev777,GrapeJuice,samburgerr,aZn
"(2023, 03, 08)",RGL_S11,A,regular_season,3d3m,anglerfish,1,RGL_S11_3d3m,RGL_S11_anglerfish,raphaim,rekuso,Walrex,pauldogg,vaati,Dank,ally,TheGreatMage,tristen,zia,golden,wbacon
"(2023, 03, 09)",ETF2L_S44,A,regular_season,/for fence,nati noot,draw,ETF2L_S44_/for fence,ETF2L_S44_nati noot,AlienSmiley,Cuby,Ronz,Brujman,deli69,juxta,Lanzer,hexerii,Ryfourn,Nati Noot,playgrey,Faust
"(2023, 03, 09)",ETF2L_S44,A,regular_season,svift,tf2easy,2,ETF2L_S44_svift,ETF2L_S44_tf2easy,sneaky,pandemic,edk,danny,ympo,gragery,Nicky,morale,nubbi,Josh,Nas boii,June
"(2023, 03, 09)",RGL_S11,A,regular_season,insect gang,the goblinvite zone,2,RGL_S11_insect gang,RGL_S11_the goblinvite zone,gwendolyn,millie,mopsy,KTB,dingo,hannahburger,deadlyseed,magma,tomato tom,Alexandros,Guyehhh,charis
"(2023, 03, 09)",RGL_S11,A,regular_season,the covenant,froyotech,1,RGL_S11_the covenant,RGL_S11_froyotech,scratchh,exile,kev777,GrapeJuice,samburgerr,aZn,sandblast,yumyum,cin,donovin,b4nny,meyy
"(2023, 03, 09)",RGL_S11,A,regular_season,gpg,tm06,1,RGL_S11_gpg,RGL_S11_tm06,KJKUOD,scarfs,kawa,slugmundo,peniferous,jimmy,Scream,Pauly,loafe,apathy,sleepy,pablo
"(2023, 03, 12)",ETF2L_S44,A,regular_season,comedyshortsgaming,witness gaming/eu,2,ETF2L_S44_comedyshortsgaming,ETF2L_S44_witness gaming/eu,amppis,loopy,thaigrr,haunts,Fancy,Condawg,ixy,toemas_,Silentes,papi,Domo,Auto
